ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
DCA,"Washington, DC",IND,"Indianapolis, IN"
DCA,"Washington, DC",BHM,"Birmingham, AL"
DCA,"Washington, DC",RDU,"Raleigh/Durham, NC"
DCA,"Washington, DC",PHL,"Philadelphia, PA"
DCA,"Washington, DC",PVD,"Providence, RI"
DCA,"Washington, DC",PIT,"Pittsburgh, PA"
DCA,"Washington, DC",LAN,"Lansing, MI"
DCA,"Washington, DC",BDL,"Hartford, CT"
DCA,"Washington, DC",BNA,"Nashville, TN"
DCA,"Washington, DC",TUL,"Tulsa, OK"
DCA,"Washington, DC",TLH,"Tallahassee, FL"
DCA,"Washington, DC",ATL,"Atlanta, GA"
DCA,"Washington, DC",HPN,"White Plains, NY"
DCA,"Washington, DC",MCI,"Kansas City, MO"
DCA,"Washington, DC",MGM,"Montgomery, AL"
DCA,"Washington, DC",BGR,"Bangor, ME"
DCA,"Washington, DC",BTV,"Burlington, VT"
DCA,"Washington, DC",CHS,"Charleston, SC"
DCA,"Washington, DC",MHT,"Manchester, NH"
DCA,"Washington, DC",ROC,"Rochester, NY"
DCA,"Washington, DC",SDF,"Louisville, KY"
DCA,"Washington, DC",DSM,"Des Moines, IA"
DCA,"Washington, DC",GRR,"Grand Rapids, MI"
DCA,"Washington, DC",OKC,"Oklahoma City, OK"
DCA,"Washington, DC",PWM,"Portland, ME"
DCA,"Washington, DC",MLB,"Melbourne, FL"
DCA,"Washington, DC",SAV,"Savannah, GA"
DCA,"Washington, DC",ALB,"Albany, NY"
DCA,"Washington, DC",ILM,"Wilmington, NC"
DCA,"Washington, DC",CHA,"Chattanooga, TN"
DCA,"Washington, DC",HSV,"Huntsville, AL"
DCA,"Washington, DC",JAN,"Jackson/Vicksburg, MS"
DCU,"Decatur, AL",LRD,"Laredo, TX"
DDC,"Dodge City, KS",DEN,"Denver, CO"
DDC,"Dodge City, KS",SGF,"Springfield, MO"
DE2,"Middletown, DE",HPN,"White Plains, NY"
DEC,"Decatur, IL",ORD,"Chicago, IL"
DEC,"Decatur, IL",VNY,"Van Nuys, CA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",ATY,"Watertown, SD"
DEN,"Denver, CO",PIR,"Pierre, SD"
DEN,"Denver, CO",CVN,"Clovis, NM"
DEN,"Denver, CO",TEX,"Telluride, CO"
DEN,"Denver, CO",AIA,"Alliance, NE"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SBA,"Santa Barbara, CA"
DEN,"Denver, CO",BUF,"Buffalo, NY"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",LGB,"Long Beach, CA"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",CMH,"Columbus, OH"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",JAX,"Jacksonville, FL"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",ECP,"Panama City, FL"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MAF,"Midland/Odessa, TX"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",ORF,"Norfolk, VA"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",BHM,"Birmingham, AL"
DEN,"Denver, CO",DAL,"Dallas, TX"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",HOU,"Houston, TX"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",PIT,"Pittsburgh, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",BOS,"Boston, MA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",BUR,"Burbank, CA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",SRQ,"Sarasota/Bradenton, FL"
DEN,"Denver, CO",HDN,"Hayden, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",CHS,"Charleston, SC"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",SDF,"Louisville, KY"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",MTJ,"Montrose/Delta, CO"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",GEG,"Spokane, WA"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",DAL,"Dallas, TX"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",HOU,"Houston, TX"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SJC,"San Jose, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",HDN,"Hayden, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",CHS,"Charleston, SC"
DEN,"Denver, CO",RIC,"Richmond, VA"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",MTJ,"Montrose/Delta, CO"
DEN,"Denver, CO",HOU,"Houston, TX"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",FLG,"Flagstaff, AZ"
DEN,"Denver, CO",LNK,"Lincoln, NE"
DEN,"Denver, CO",SGF,"Springfield, MO"
DEN,"Denver, CO",LBB,"Lubbock, TX"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",CPR,"Casper, WY"
DEN,"Denver, CO",IDA,"Idaho Falls, ID"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",HLN,"Helena, MT"
DEN,"Denver, CO",DIK,"Dickinson, ND"
DEN,"Denver, CO",COD,"Cody, WY"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",SHV,"Shreveport, LA"
DEN,"Denver, CO",SAF,"Santa Fe, NM"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",IFP,"Bullhead City, AZ"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",BFI,"Seattle, WA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",AZA,"Phoenix, AZ"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",LGA,"New York, NY"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",BHM,"Birmingham, AL"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",EGE,"Eagle, CO"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",JFK,"New York, NY"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",EWR,"Newark, NJ"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",PTK,"Pontiac, MI"
DEN,"Denver, CO",DAL,"Dallas, TX"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",IAD,"Washington, DC"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",FLL,"Fort Lauderdale, FL"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",MDW,"Chicago, IL"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",MCI,"Kansas City, MO"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",CVG,"Cincinnati, OH"
DEN,"Denver, CO",MIA,"Miami, FL"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",STL,"St. Louis, MO"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",ONT,"Ontario, CA"
DEN,"Denver, CO",SAT,"San Antonio, TX"
DEN,"Denver, CO",SMF,"Sacramento, CA"
DEN,"Denver, CO",TYS,"Knoxville, TN"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",TPA,"Tampa, FL"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",LAS,"Las Vegas, NV"
DEN,"Denver, CO",OAK,"Oakland, CA"
DEN,"Denver, CO",SAN,"San Diego, CA"
DEN,"Denver, CO",BWI,"Baltimore, MD"
DEN,"Denver, CO",MSP,"Minneapolis, MN"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",PDX,"Portland, OR"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",MSN,"Madison, WI"
DEN,"Denver, CO",CLT,"Charlotte, NC"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",IND,"Indianapolis, IN"
DEN,"Denver, CO",RDU,"Raleigh/Durham, NC"
DEN,"Denver, CO",PHL,"Philadelphia, PA"
DEN,"Denver, CO",MSY,"New Orleans, LA"
DEN,"Denver, CO",DFW,"Dallas/Fort Worth, TX"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",ATL,"Atlanta, GA"
DEN,"Denver, CO",PHX,"Phoenix, AZ"
DEN,"Denver, CO",BUR,"Burbank, CA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",AUS,"Austin, TX"
DEN,"Denver, CO",SNA,"Santa Ana, CA"
DEN,"Denver, CO",DCA,"Washington, DC"
DEN,"Denver, CO",RSW,"Fort Myers, FL"
DEN,"Denver, CO",PNS,"Pensacola, FL"
DEN,"Denver, CO",MCO,"Orlando, FL"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",GRR,"Grand Rapids, MI"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",XNA,"Fayetteville, AR"
DEN,"Denver, CO",HRL,"Harlingen/San Benito, TX"
DEN,"Denver, CO",LIT,"Little Rock, AR"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",DTW,"Detroit, MI"
DEN,"Denver, CO",RAP,"Rapid City, SD"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",BFL,"Bakersfield, CA"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",BOI,"Boise, ID"
DEN,"Denver, CO",PSP,"Palm Springs, CA"
DEN,"Denver, CO",ELP,"El Paso, TX"
DEN,"Denver, CO",OMA,"Omaha, NE"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",FCA,"Kalispell, MT"
DEN,"Denver, CO",MFR,"Medford, OR"
DEN,"Denver, CO",EUG,"Eugene, OR"
DEN,"Denver, CO",SEA,"Seattle, WA"
DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA"
DEN,"Denver, CO",SLN,"Salina, KS"
DEN,"Denver, CO",SGF,"Springfield, MO"
DEN,"Denver, CO",LBB,"Lubbock, TX"
DEN,"Denver, CO",GCC,"Gillette, WY"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",CPR,"Casper, WY"
DEN,"Denver, CO",BFF,"Scottsbluff, NE"
DEN,"Denver, CO",MAF,"Midland/Odessa, TX"
DEN,"Denver, CO",IDA,"Idaho Falls, ID"
DEN,"Denver, CO",CYS,"Cheyenne, WY"
DEN,"Denver, CO",LWS,"Lewiston, ID"
DEN,"Denver, CO",LBF,"North Platte, NE"
DEN,"Denver, CO",GTF,"Great Falls, MT"
DEN,"Denver, CO",PSC,"Pasco/Kennewick/Richland, WA"
DEN,"Denver, CO",AMA,"Amarillo, TX"
DEN,"Denver, CO",ATW,"Appleton, WI"
DEN,"Denver, CO",FAR,"Fargo, ND"
DEN,"Denver, CO",RKS,"Rock Springs, WY"
DEN,"Denver, CO",MSO,"Missoula, MT"
DEN,"Denver, CO",ABQ,"Albuquerque, NM"
DEN,"Denver, CO",HLN,"Helena, MT"
DEN,"Denver, CO",PUB,"Pueblo, CO"
DEN,"Denver, CO",MEM,"Memphis, TN"
DEN,"Denver, CO",JLN,"Joplin, MO"
DEN,"Denver, CO",SUX,"Sioux City, IA"
DEN,"Denver, CO",TUL,"Tulsa, OK"
DEN,"Denver, CO",COD,"Cody, WY"
DEN,"Denver, CO",BTM,"Butte, MT"
DEN,"Denver, CO",MOT,"Minot, ND"
DEN,"Denver, CO",BZN,"Bozeman, MT"
DEN,"Denver, CO",LAR,"Laramie, WY"
DEN,"Denver, CO",PIR,"Pierre, SD"
DEN,"Denver, CO",FOD,"Fort Dodge, IA"
DEN,"Denver, CO",DDC,"Dodge City, KS"
DEN,"Denver, CO",BUR,"Burbank, CA"
DEN,"Denver, CO",SGU,"St. George, UT"
DEN,"Denver, CO",MRY,"Monterey, CA"
DEN,"Denver, CO",EAR,"Kearney, NE"
DEN,"Denver, CO",SBP,"San Luis Obispo, CA"
DEN,"Denver, CO",HDN,"Hayden, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",ICT,"Wichita, KS"
DEN,"Denver, CO",FSD,"Sioux Falls, SD"
DEN,"Denver, CO",DSM,"Des Moines, IA"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",SHR,"Sheridan, WY"
DEN,"Denver, CO",JMS,"Jamestown, ND"
DEN,"Denver, CO",HYS,"Hays, KS"
DEN,"Denver, CO",XWA,"Williston, ND"
DEN,"Denver, CO",LBL,"Liberal, KS"
DEN,"Denver, CO",PRC,"Prescott, AZ"
DEN,"Denver, CO",ALS,"Alamosa, CO"
DEN,"Denver, CO",VEL,"Vernal, UT"
DEN,"Denver, CO",DRO,"Durango, CO"
DEN,"Denver, CO",CNY,"Moab, UT"
DEN,"Denver, CO",BIS,"Bismarck/Mandan, ND"
DEN,"Denver, CO",DVL,"Devils Lake, ND"
DEN,"Denver, CO",ATY,"Watertown, SD"
DEN,"Denver, CO",RIW,"Riverton/Lander, WY"
DEN,"Denver, CO",MLI,"Moline, IL"
DEN,"Denver, CO",HOB,"Hobbs, NM"
DEN,"Denver, CO",MTJ,"Montrose/Delta, CO"
DEN,"Denver, CO",ORD,"Chicago, IL"
DEN,"Denver, CO",FAT,"Fresno, CA"
DEN,"Denver, CO",IAH,"Houston, TX"
DEN,"Denver, CO",SLC,"Salt Lake City, UT"
DEN,"Denver, CO",EGE,"Eagle, CO"
DEN,"Denver, CO",RNO,"Reno, NV"
DEN,"Denver, CO",GJT,"Grand Junction, CO"
DEN,"Denver, CO",LWS,"Lewiston, ID"
DEN,"Denver, CO",GTF,"Great Falls, MT"
DEN,"Denver, CO",MKE,"Milwaukee, WI"
DEN,"Denver, CO",BNA,"Nashville, TN"
DEN,"Denver, CO",LAX,"Los Angeles, CA"
DEN,"Denver, CO",SFO,"San Francisco, CA"
DEN,"Denver, CO",SGU,"St. George, UT"
DEN,"Denver, CO",BIH,"Bishop, CA"
DEN,"Denver, CO",ASE,"Aspen, CO"
DEN,"Denver, CO",TUS,"Tucson, AZ"
DEN,"Denver, CO",OKC,"Oklahoma City, OK"
DEN,"Denver, CO",COS,"Colorado Springs, CO"
DEN,"Denver, CO",GUC,"Gunnison, CO"
DEN,"Denver, CO",CLE,"Cleveland, OH"
DEN,"Denver, CO",DTW,"Detroit, MI"
